Year,month,day,leg,side,mileage,distance,species
2014,7,10,C,R,12.8,42,LECA
2014,7,10,C,R,13.1,6,LECA
2014,7,10,C,R,13.5,31,LECA
2014,7,10,C,R,15.5,82,LECA
2014,7,10,D,C,17.7,0,LECA
2014,7,10,D,L,18.5,4,LECA
2014,7,10,D,R,18.7,3,LECA
2014,7,10,D,R,18.7,40,LECA
2014,7,10,D,L,18.9,24,LECA
2014,7,10,D,L,18.9,24,LECA
2014,7,10,D,C,18.9,0,LECA
2014,7,10,D,R,19,2,LECA
2014,7,10,D,L,20.1,2,LECA
2014,7,10,D,R,20.1,15,LECA
2014,7,10,D,L,20.1,2,LECA
2014,10,8,A,L,1,26,LECA
2014,10,8,A,L,2,32,LECA
2014,10,8,A,R,2.2,14,LECA
2014,10,8,A,R,2.3,20,LECA
2014,10,8,A,R,2.5,56,LECA
2014,10,8,A,L,2.6,14,LECA
2014,10,8,A,C,4.1,0,LECA
2014,10,8,A,R,4.2,31,LECA
2014,10,8,A,R,4.9,3,LECA
2014,10,8,A,R,5,24,LECA
2014,10,8,A,L,5.2,1,LECA
2014,10,8,A,R,5.1,39,LECA
2014,10,8,B,R,7.1,14,LECA
2014,10,8,B,R,7.7,18,SYAU
2014,10,8,B,R,8,48,LECA
2014,10,8,B,R,8.1,16,LECA
2014,10,8,B,R,9.1,24,LECA
2014,10,8,B,R,9.2,16,LECA
2014,10,8,C,R,11.2,16,LECA
2014,10,8,D,R,16.4,1,LECA
2014,10,8,D,L,17.5,28,LECA
2014,10,8,D,R,20.6,32,LECA
2014,12,5,A,C,0.5,0,LECA
2014,12,5,A,R,4.1,1,SYAU
2014,12,5,A,L,5.3,10,LECA
2014,12,5,A,L,5.3,32,LECA
2014,12,5,B,R,7.1,16,LECA
2014,12,5,B,L,7.5,0,LECA
2014,12,5,B,R,8.1,75,LECA
2014,12,5,B,L,8.4,75,LECA
2014,12,5,B,L,8.4,75,LECA
2014,12,5,B,L,8.5,75,LECA
2014,12,5,B,C,8.5,0,LECA
2014,12,5,B,L,9.1,26,LECA
2014,12,5,B,L,9.1,26,LECA
2014,12,5,B,R,9.2,30,LECA
2014,12,5,B,R,9.6,0,LECA
2014,12,5,B,L,9.8,100,LECA
2014,12,5,B,L,10,10,LECA
2014,12,5,B,C,10,0,LECA
2014,12,5,C,L,12.9,1,LECA
2014,12,5,C,L,12.9,1,LECA
2014,12,5,C,C,13.2,0,LECA
2014,12,5,C,R,14.3,1,LECA
2014,12,5,C,R,14.9,20,LECA
2014,12,5,C,L,14.9,15,LECA
2014,12,5,C,R,15,35,SYAU
2014,12,5,C,R,15.1,30,SYAU
2014,12,5,D,L,18.2,20,LECA
2014,12,5,D,C,18.6,0,LECA
2014,12,5,D,C,19.7,0,LECA
2014,12,5,D,R,20.9,10,LECA
2014,12,5,D,C,21.2,0,LECA
2014,12,5,D,C,21.2,0,LECA
2014,12,5,D,R,21.4,2,LECA
2015,3,6,A,R,2.1,18,SYAU
2015,3,6,A,R,2.3,1,LECA
2015,3,6,A,L,3.5,16,LECA
2015,3,6,A,R,3.7,16,LECA
2015,3,6,A,L,3.8,14,LECA
2015,3,6,A,R,5,14,LECA
2015,3,6,A,L,5.9,18,LECA
2015,3,6,B,L,7.6,30,LECA
2015,3,6,B,L,7.7,22,LECA
2015,3,6,B,C,9.4,0,LECA
2015,3,6,B,L,9.5,52,LECA
2015,3,6,B,L,9.6,32,LECA
2015,3,6,B,L,9.7,42,LECA
2015,3,6,B,C,9.8,0,LECA
2015,3,6,B,C,9.8,0,LECA
2015,3,6,B,R,9.9,30,LECA
2015,3,6,C,L,11,58,LECA
2015,3,6,C,R,11.1,10,LECA
2015,3,6,C,L,11.3,32,LECA
2015,3,6,C,R,12.3,54,LECA
2015,3,6,C,C,12.9,0,LECA
2015,3,6,C,R,13.2,104,LECA
2015,3,6,C,L,13.2,100,LECA
2015,3,6,C,L,13.2,100,LECA
2015,3,6,C,L,13.2,96,LECA
2015,3,6,C,L,13.2,96,LECA
2015,3,6,C,L,13.3,34,LECA
2015,3,6,C,L,14.5,30,LECA
2015,3,6,C,R,15,68,LECA
2015,3,6,C,L,15.3,48,LECA
2015,3,6,C,L,15.3,48,LECA
2015,3,6,C,R,15.4,38,LECA
2015,3,6,D,C,17.2,0,LECA
2015,3,6,D,R,19.3,5,LECA
2015,3,6,D,L,20.2,42,LECA
2015,3,6,D,L,21.3,10,LECA
2015,3,6,D,L,21.9,44,LECA
