Year,month,day,leg,side,mileage,distance,species
2008,4,18,C,R,15.1,2,LECA
2008,4,18,C,L,15.5,35,LECA
2008,4,18,C,L,15.5,2,LECA
2008,4,18,C,R,15.6,2,LECA
2008,4,18,C,L,15.6,28,LECA
2008,4,18,C,L,16,2,LECA
2008,4,18,C,R,16.7,2,LECA
2008,4,18,C,L,16.7,2,LECA
2008,4,18,C,L,16.8,2,LECA
2008,4,18,D,L,17,42,LECA
2008,4,18,D,R,17.6,2,LECA
2008,4,18,D,L,18.2,2,LECA
2008,4,18,D,R,19.2,2,LECA
2008,4,18,D,L,19.7,2,LECA
2008,4,18,D,L,20.2,2,LECA
2008,4,18,D,L,20.3,65,LECA
2008,4,18,D,R,20.4,26,LECA
2008,4,18,D,L,20.6,55,LECA
2008,4,18,D,R,20.8,2,LECA
2008,4,18,D,L,20.9,2,LECA
2008,4,18,D,L,21.4,37,LECA
2008,4,18,D,R,21.7,94,LECA
2008,10,17,A,L,0.1,20,LECA
2008,10,17,A,L,0.1,20,LECA
2008,10,17,A,L,0.4,15,LECA
2008,10,17,A,L,0.1,4,LECA
2008,10,17,A,C,5.5,0,LECA
2008,10,17,B,R,7.3,80,LECA
2008,10,17,C,R,10.4,26,LECA
2008,10,17,C,R,11.1,48,LECA
2008,10,17,C,R,11.1,48,LECA
2008,10,17,C,R,11.2,38,LECA
2008,10,17,C,R,15.7,38,LECA
2008,10,17,D,C,20.4,0,LECA
2008,10,17,D,L,20.4,18,LECA
2008,10,17,D,C,21.3,0,LECA
2008,10,17,D,C,21.3,0,LECA
2008,10,17,D,C,22.1,0,LECA
2008,10,17,D,C,22.1,0,LECA
2008,10,17,D,C,22.1,0,LECA
2009,1,9,B,L,6.2,46,LECA
2009,1,9,B,L,8.4,24,LECA
2009,1,9,B,L,10,12,LECA
2009,1,9,C,L,12.2,29,LECA
2009,1,9,C,L,12.6,95,SYAU
2009,1,9,C,L,14,97,LECA
2009,1,9,D,L,17.7,1,LECA
2009,1,9,D,R,21.3,2,LECA
2009,4,10,A,L,1.1,13,LECA
2009,4,10,A,C,2,0,LECA
2009,4,10,A,R,2.9,23,LECA
2009,4,10,A,C,2.9,0,LECA
2009,4,10,A,C,3.6,0,LECA
2009,4,10,A,R,4.4,29,LECA
2009,4,10,A,L,4.7,8,LECA
2009,4,10,A,R,5,11,LECA
2009,4,10,A,R,5,11,LECA
2009,4,10,B,R,6.5,3,LECA
2009,4,10,B,R,8.9,1,LECA
2009,4,10,B,R,9.2,1,SYAU
2009,4,10,B,R,9.3,15,SYAU
2009,4,10,B,R,9.5,35,LECA
2009,4,10,C,R,13.3,24,LECA
2009,4,10,C,R,14.4,15,LECA
2009,4,10,D,R,18.4,16,LECA
2009,4,10,D,L,19.5,24,LECA
2009,7,7,A,C,0.1,0,LECA
2009,7,7,A,R,1.4,2,LECA
2009,7,7,A,C,2,0,LECA
2009,7,7,A,L,2.2,49,LECA
2009,7,7,A,L,2.2,49,LECA
2009,7,7,A,R,2.2,48,LECA
2009,7,7,A,R,2.9,2,LECA
2009,7,7,A,C,3.4,0,LECA
2009,7,7,A,L,3.4,4,LECA
2009,7,7,A,L,3.6,1,SYAU
2009,7,7,A,R,4,20,LECA
2009,7,7,B,C,7.9,0,LECA
2009,7,7,B,L,8.1,38,LECA
2009,7,7,B,C,8.8,0,LECA
2009,7,7,B,L,9,49,LECA
2009,7,7,B,R,9.4,15,LECA
2009,7,7,C,L,11.7,35,LECA
2009,7,7,C,L,14.1,42,SYAU
2009,7,7,C,R,14.4,37,SYAU
2009,7,7,C,R,14.6,1,SYAU
2009,7,7,C,R,15.1,48,LECA
2009,7,7,C,R,15.9,6,LECA
2009,7,7,C,R,15.9,1,LECA
2009,7,7,D,L,16.9,42,LECA
2009,7,7,D,L,17.1,31,LECA
2009,7,7,D,R,17.5,35,LECA
2009,7,7,D,C,17.7,0,LECA
2009,7,7,D,L,17.9,1,LECA
2009,7,7,D,L,18.1,29,LECA
2009,7,7,D,R,18.2,15,LECA
2009,7,7,D,L,18.3,20,LECA
2009,7,7,D,L,18.3,16,LECA
2009,7,7,D,R,18.4,35,LECA
2009,7,7,D,R,21.3,1,LECA
2009,7,7,D,R,21.3,4,LECA
2009,7,7,D,L,21.3,3,LECA
2009,7,7,D,R,21.4,31,LECA
2009,10,30,A,R,0.1,15,LECA
2009,10,30,A,R,1,2,LECA
2009,10,30,A,R,1,22,LECA
2009,10,30,A,R,1.3,15,LECA
2009,10,30,A,R,1.8,38,LECA
2009,10,30,A,R,2.1,2,LECA
2009,10,30,A,R,2.5,27,LECA
2009,10,30,A,L,3.7,2,LECA
2009,10,30,A,R,4.3,49,LECA
2009,10,30,A,C,4.5,0,LECA
2009,10,30,C,L,10.7,16,LECA
2009,10,30,C,L,11.3,20,LECA
2009,10,30,C,R,11.6,29,LECA
2009,10,30,C,R,13.1,49,LECA
2009,10,30,C,C,13.2,0,LECA
2009,10,30,C,L,13.2,66,LECA
2009,10,30,C,L,15.2,42,LECA
2009,10,30,D,L,18.1,5,LECA
2009,10,30,D,R,20.2,2,LECA
2010,1,29,A,R,0.1,35,LECA
2010,1,29,A,R,1.3,38,LECA
2010,1,29,A,R,3.3,49,LECA
2010,1,29,B,R,6.7,16,LECA
2010,1,29,B,R,7.1,18,LECA
2010,1,29,B,R,8.7,42,LECA
2010,1,29,B,L,9.8,108,LECA
2010,1,29,C,R,12.9,68,LECA
2010,1,29,C,R,12.9,68,LECA
2010,1,29,C,C,13.2,2,LECA
2010,1,29,D,R,17.9,69,LECA
2010,1,29,D,R,18.2,33,LECA
2010,1,29,D,L,19,29,LECA
2010,1,29,D,R,19.9,20,LECA
2010,1,29,D,R,20.5,27,LECA
2010,1,29,D,R,21.1,55,LECA
2010,3,26,A,L,1.1,44,LECA
2010,3,26,A,R,1.3,33,LECA
2010,3,26,A,R,1.3,20,LECA
2010,3,26,A,R,1.3,40,LECA
2010,3,26,A,R,2,60,LECA
2010,3,26,A,L,2,58,LECA
2010,3,26,A,L,2.2,15,LECA
2010,3,26,A,L,2.2,64,NA
2010,3,26,A,R,2.2,18,LECA
2010,3,26,A,L,2.5,24,LECA
2010,3,26,A,R,3.2,57,LECA
2010,3,26,B,R,7.1,18,LECA
2010,3,26,B,R,7.1,35,LECA
2010,3,26,B,R,7.1,35,LECA
2010,3,26,B,R,7.1,35,LECA
2010,3,26,B,C,9.5,0,LECA
2010,3,26,C,R,11.1,31,LECA
2010,3,26,C,C,12,0,LECA
2010,3,26,C,R,12,16,LECA
2010,3,26,C,R,12.3,28,LECA
2010,3,26,C,L,12.7,24,LECA
2010,3,26,C,L,12.8,10,LECA
2010,3,26,C,C,12.8,0,LECA
2010,3,26,C,L,12.8,20,LECA
2010,3,26,C,L,13,27,LECA
2010,3,26,C,L,14.7,82,LECA
2010,3,26,C,L,15.1,31,LECA
2010,3,26,C,C,15.2,0,LECA
2010,3,26,C,L,15.5,33,LECA
2010,3,26,D,R,16.6,69,LECA
2010,3,26,D,L,17.8,16,LECA
2010,3,26,D,L,18.2,16,LECA
2010,3,26,D,L,18.7,7,LECA
2010,3,26,D,L,20.1,123,LECA
2010,3,26,D,L,20.1,77,LECA
2010,3,26,D,R,20.8,27,LECA
2010,3,26,D,R,20.9,35,LECA
2010,6,27,A,R,0.1,66,LECA
2010,6,27,A,R,0.3,35,SYAU
2010,6,27,A,R,0.4,4,LECA
2010,6,27,A,L,0.7,20,LECA
2010,6,27,A,C,0.8,0,LECA
2010,6,27,A,R,1.1,20,LECA
2010,6,27,A,R,1.2,35,LECA
2010,6,27,A,R,1.3,37,LECA
2010,6,27,A,L,1.7,35,LECA
2010,6,27,A,R,2.7,44,LECA
2010,6,27,A,R,3.2,2,LECA
2010,6,27,A,R,3.3,35,LECA
2010,6,27,A,R,3.3,42,LECA
2010,6,27,A,L,4.9,2,LECA
2010,6,27,A,R,4.9,35,LECA
2010,6,27,A,L,5.1,7,LECA
2010,6,27,A,L,5.4,2,LECA
2010,6,27,A,L,5.7,3,LECA
2010,6,27,B,R,6,31,LECA
2010,6,27,B,L,7.3,57,LECA
2010,6,27,B,R,7.4,15,LECA
2010,6,27,C,L,11,60,LECA
2010,6,27,C,L,11.3,2,LECA
2010,6,27,C,R,12.2,66,LECA
2010,6,27,C,R,12.5,20,LECA
2010,6,27,C,R,12.7,27,LECA
2010,6,27,C,C,12.7,0,LECA
2010,6,27,C,C,12.8,0,LECA
2010,6,27,C,C,12.8,0,LECA
2010,6,27,C,L,12.8,38,LECA
2010,6,27,C,L,12.8,44,LECA
2010,6,27,C,L,13,37,LECA
2010,6,27,C,R,13,3,LECA
2010,6,27,C,L,13.1,2,LECA
2010,6,27,C,R,132,2,LECA
2010,6,27,C,R,13.5,2,LECA
2010,6,27,C,L,16.1,46,LECA
2010,6,27,D,L,17.4,27,LECA
2010,6,27,D,C,17.8,0,LECA
2010,6,27,D,L,18.2,30,LECA
2010,6,27,D,L,21.7,2,LECA
2010,10,22,A,R,0.2,10,LECA
2010,10,22,A,R,2,53,LECA
2010,10,22,A,L,3.5,80,SYAU
2010,10,22,A,R,5.5,90,LECA
2010,10,22,B,L,7.3,20,SYAU
2010,10,22,B,C,8.7,0,LECA
2010,10,22,B,L,8.7,2,LECA
2010,10,22,C,L,9.8,2,LECA
2010,10,22,C,R,10.1,16,LECA
2010,10,22,C,R,11,77,LECA
2010,10,22,C,R,11,77,LECA
2010,10,22,C,R,11,77,SYAU
2010,10,22,C,L,12.3,57,SYAU
2010,10,22,C,L,12.5,66,NA
2010,10,22,C,R,12.7,31,LECA
2010,10,22,C,C,13,0,LECA
2010,10,22,C,R,14,24,LECA
2010,10,22,C,C,14.9,0,LECA
2010,10,22,C,C,14.9,0,LECA
2010,10,22,C,R,14.9,20,LECA
2010,10,22,C,L,15.1,57,LECA
2010,10,22,D,R,18.1,64,LECA
2010,10,22,D,R,18.1,64,LECA
2010,10,22,D,L,18.5,82,LECA
2010,10,22,D,L,19,20,LECA
2010,10,22,D,C,19,0,LECA
2010,10,22,D,L,21,33,LECA
2010,10,22,D,R,21.2,26,SYAU
2011,1,21,A,R,0.2,2,LECA
2011,1,21,C,R,12.8,55,LECA
2011,1,21,C,R,3.5,49,NA
2011,1,21,C,L,14.3,2,SYAU
2011,4,14,A,R,1.3,46,LECA
2011,4,14,A,R,1.3,20,LECA
2011,4,14,A,L,1.3,20,LECA
2011,4,14,A,R,2.4,40,LECA
2011,4,14,A,L,2.4,45,LECA
2011,4,14,A,R,2.4,58,LECA
2011,4,14,A,C,4.5,0,LECA
2011,4,14,A,L,5,20,LECA
2011,4,14,A,L,5.1,3,LECA
2011,4,14,A,R,5.7,29,LECA
2011,4,14,B,L,7.1,2,LECA
2011,4,14,B,L,7.1,9,LECA
2011,4,14,B,R,7.1,5,LECA
2011,4,14,B,L,7.2,1,LECA
2011,4,14,B,R,7.4,18,LECA
2011,4,14,B,R,7.8,18,LECA
2011,4,14,B,R,8.1,1,LECA
2011,4,14,B,C,8.2,0,LECA
2011,4,14,B,R,9.6,157,SYAU
2011,4,14,C,C,11.4,0,LECA
2011,4,14,C,R,11.4,24,LECA
2011,4,14,C,C,11.8,2,LECA
2011,4,14,C,C,12.8,0,LECA
2011,4,14,C,L,12.8,1,LECA
2011,4,14,C,R,12.8,2,LECA
2011,4,14,C,R,12.9,4,LECA
2011,4,14,C,R,12.9,35,LECA
2011,4,14,C,L,12.9,42,LECA
2011,4,14,C,C,13,0,LECA
2011,4,14,C,C,13,0,LECA
2011,4,14,C,R,13.2,2,LECA
2011,4,14,C,L,14.7,3,LECA
2011,4,14,C,R,14.8,1,LECA
2011,4,14,C,L,14.8,1,LECA
2011,4,14,C,L,15.5,2,LECA
2011,4,14,D,L,16.9,2,LECA
2011,4,14,D,R,17,2,LECA
2011,4,14,D,R,18,60,LECA
2011,4,14,D,R,18.2,58,LECA
2011,4,14,D,R,18.3,49,LECA
2011,4,14,D,L,19.2,33,LECA
2011,4,14,D,R,20,2,LECA
2011,4,14,D,R,20,27,LECA
2011,4,14,D,L,20.5,2,LECA
2011,4,14,D,R,20.5,49,LECA
2011,4,14,D,R,21,26,LECA
2011,4,14,D,L,21.1,1,LECA
2011,4,14,D,L,21.1,19,LECA
2011,4,14,D,L,21.6,38,LECA
2011,7,13,A,L,2.7,3,LECA
2011,7,13,A,R,2.8,42,LECA
2011,7,13,A,R,2.8,42,LECA
2011,7,13,A,L,3.2,3,LECA
2011,7,13,A,R,3.5,31,LECA
2011,7,13,A,L,4,0,LECA
2011,7,13,A,R,4,45,LECA
2011,7,13,A,R,4,71,LECA
2011,7,13,A,R,4.1,3,LECA
2011,7,13,A,L,5.5,16,LECA
2011,7,13,A,C,5.7,0,LECA
2011,7,13,A,R,5.7,27,LECA
2011,7,13,B,R,7.2,38,LECA
2011,7,13,B,L,7.3,1,LECA
2011,7,13,B,L,7.6,27,LECA
2011,7,13,B,R,9,26,LECA
2011,7,13,B,L,9.1,20,LECA
2011,7,13,B,L,9.6,40,LECA
2011,7,13,C,L,15.8,31,LECA
2011,7,13,D,L,17.5,2,LECA
2011,7,13,D,R,17.6,1,LECA
2011,7,13,D,L,18.6,10,LECA
2011,7,13,D,L,18.7,31,LECA
2011,7,13,D,L,19.5,18,LECA
2011,7,13,D,L,20,16,LECA
2011,7,13,D,R,20.2,12,LECA
2011,7,13,D,L,20.7,3,LECA
2011,10,14,A,R,0.8,44,LECA
2011,10,14,A,L,3.9,27,LECA
2011,10,14,A,R,5,55,LECA
2011,10,14,A,R,5.4,48,LECA
2011,10,14,B,L,7.2,33,LECA
2011,10,14,B,L,8,42,LECA
2011,10,14,B,R,8.5,64,LECA
2011,10,14,B,L,9.4,24,LECA
2011,10,14,C,L,10.3,143,LECA
2011,10,14,C,L,12.4,46,LECA
2011,10,14,C,L,12.6,35,LECA
2011,10,14,C,R,12.8,26,LECA
2011,10,14,C,R,12.8,31,LECA
2011,10,14,C,R,13.5,3,LECA
2011,10,14,D,L,16.4,126,LECA
2011,10,14,D,R,17.3,27,LECA
2012,2,10,A,R,2.2,82,LECA
2012,2,10,A,R,2.2,82,LECA
2012,2,10,A,R,2.2,82,LECA
2012,2,10,A,C,3.5,0,LECA
2012,2,10,A,R,3.7,4,SYAU
2012,2,10,A,R,3.7,38,SYAU
2012,2,10,A,L,4.1,62,LECA
2012,2,10,B,L,7.3,42,LECA
2012,2,10,B,L,7.5,146,LECA
2012,2,10,B,L,8.6,90,LECA
2012,2,10,B,L,8.9,35,SYAU
2012,2,10,B,C,9,0,SYAU
2012,2,10,B,R,9.2,47,LECA
2012,2,10,B,L,9.5,70,LECA
2012,2,10,B,C,9.5,0,LECA
2012,2,10,B,L,9.7,46,LECA
2012,2,10,C,R,12.8,15,LECA
2012,2,10,C,C,12.9,0,LECA
2012,2,10,C,R,13.3,42,LECA
2012,2,10,C,R,13.9,88,LECA
2012,2,10,C,R,14.5,0,LECA
2012,2,10,D,L,16.9,68,LECA
2012,2,10,D,R,17.5,19,SYAU
2012,2,10,D,R,18.5,90,LECA
2012,2,10,D,R,18.7,32,SYAU
2012,2,10,D,R,18.7,32,SYAU
2012,4,5,A,R,0,52,SYAU
2012,4,5,A,R,0,52,SYAU
2012,4,5,A,L,0.7,2,LECA
2012,4,5,A,L,0.7,38,LECA
2012,4,5,A,L,1.6,32,SYAU
2012,4,5,A,R,1.7,3,LECA
2012,4,5,A,L,1.8,26,LECA
2012,4,5,A,L,2.9,28,LECA
2012,4,5,A,L,3.3,2,LECA
2012,4,5,A,L,3.5,54,LECA
2012,4,5,A,R,3.7,3,LECA
2012,4,5,A,L,4,2,LECA
2012,4,5,A,L,4,2,LECA
2012,4,5,A,R,4.3,64,LECA
2012,4,5,A,R,4.5,32,LECA
2012,4,5,A,R,4.5,42,LECA
2012,4,5,A,R,4.6,32,LECA
2012,4,5,A,R,5.2,50,LECA
2012,4,5,A,R,5.2,50,LECA
2012,4,5,A,R,5.2,56,LECA
2012,4,5,B,L,7,16,LECA
2012,4,5,B,L,7.9,46,LECA
2012,4,5,B,L,7.9,2,LECA
2012,4,5,B,L,9,40,LECA
2012,4,5,B,L,9.5,30,LECA
2012,4,5,B,R,10,30,LECA
2012,4,5,C,L,10.7,2,LECA
2012,4,5,C,L,12.5,2,LECA
2012,4,5,C,R,12.5,38,LECA
2012,4,5,C,R,12.5,38,LECA
2012,4,5,C,R,12.6,2,LECA
2012,4,5,C,R,12.6,34,LECA
2012,4,5,C,R,12.8,2,LECA
2012,4,5,C,R,12.9,2,LECA
2012,4,5,C,L,12.9,2,LECA
2012,4,5,C,L,12.9,2,LECA
2012,4,5,C,R,13,2,LECA
2012,4,5,C,R,13,2,LECA
2012,4,5,C,L,13,2,LECA
2012,4,5,C,C,13,0,LECA
2012,4,5,C,L,13.2,24,LECA
2012,4,5,C,L,13.2,24,LECA
2012,4,5,C,R,13.4,2,LECA
2012,4,5,C,L,13.5,2,LECA
2012,4,5,C,L,14.3,2,LECA
2012,4,5,C,L,14.5,32,LECA
2012,4,5,C,R,14.5,2,LECA
2012,4,5,C,L,14.6,30,LECA
2012,4,5,D,L,17.2,44,LECA
2012,4,5,D,R,17.7,36,LECA
2012,4,5,D,R,17.8,32,LECA
2012,4,5,D,L,17.8,3,LECA
2012,4,5,D,L,17.9,16,LECA
2012,4,5,D,L,18.4,2,LECA
2012,4,5,D,R,19.4,2,LECA
2012,4,5,D,R,20.4,28,LECA
2012,4,5,D,R,20.6,32,LECA
2012,4,5,D,C,20.7,0,LECA
2012,4,5,D,L,20.9,26,LECA
2012,4,5,D,R,21,46,LECA
2012,4,5,D,L,21.1,44,LECA
2012,8,2,A,C,0,0,LECA
2012,8,2,A,R,2.2,57,LECA
2012,8,2,A,L,3.9,29,LECA
2012,8,2,A,C,4.8,0,LECA
2012,8,2,A,C,4.8,0,LECA
2012,8,2,B,R,7,9,SYAU
2012,8,2,B,L,7.7,68,LECA
2012,8,2,B,R,8,66,LECA
2012,8,2,C,R,12.3,20,LECA
2012,8,2,C,C,12.6,0,LECA
2012,8,2,C,R,14.2,79,SYAU
2012,8,2,C,R,14.2,38,LECA
2012,8,2,C,R,14.2,62,LECA
2012,8,2,C,L,14.2,6,LECA
2012,8,2,C,C,14.3,0,LECA
2012,8,2,D,R,17.4,49,LECA
2012,8,2,D,R,17.6,35,LECA
2012,8,2,D,R,17.7,27,LECA
2012,8,2,D,L,19.1,6,LECA
2012,8,2,D,L,19.2,27,LECA
2012,8,2,D,C,19.7,0,LECA
2012,8,2,D,R,19.8,93,LECA
2012,8,2,D,R,19.9,27,SYAU
2012,8,2,D,C,20.3,0,LECA
2012,8,2,D,C,20.3,0,LECA
2012,8,2,D,R,20.6,31,LECA
2012,10,26,A,C,0,0,LECA
2012,10,26,A,R,1.5,31,LECA
2012,10,26,A,R,2.1,44,LECA
2012,10,26,A,L,3.8,27,LECA
2012,10,26,A,L,5.7,24,SYAU
2012,10,26,B,C,8.3,0,LECA
2012,10,26,B,L,8.5,88,LECA
2012,10,26,C,L,12.7,31,NA
2012,10,26,D,L,16.9,46,LECA
2012,10,26,D,R,17.4,15,NA
2012,10,26,D,R,17.6,7,LECA
2012,10,26,D,L,19.6,44,LECA
2012,10,26,D,L,21.7,48,LECA
2013,1,25,A,R,1.8,2,SYAU
2013,1,25,A,R,2.6,84,LECA
2013,1,25,A,R,2.6,84,LECA
2013,1,25,A,R,3.9,77,LECA
2013,1,25,A,R,4.9,38,LECA
2013,1,25,A,L,5.5,16,LECA
2013,1,25,B,R,8,84,LECA
2013,1,25,B,L,8.5,31,LECA
2013,1,25,B,L,8.5,31,LECA
2013,1,25,B,R,8.8,26,LECA
2013,1,25,B,R,8.8,26,LECA
2013,1,25,B,L,9.1,35,LECA
2013,1,25,B,R,9.1,27,LECA
2013,1,25,B,R,9.3,55,LECA
2013,1,25,B,R,9.5,26,LECA
2013,1,25,C,R,10.5,42,LECA
2013,1,25,C,R,10.8,40,LECA
2013,1,25,C,L,12.3,27,LECA
2013,1,25,C,R,12.7,57,LECA
2013,1,25,C,R,13,117,LECA
2013,1,25,C,R,13.1,31,LECA
2013,1,25,C,R,13.8,49,LECA
2013,1,25,D,C,16.8,0,LECA
2013,1,25,D,R,17.2,46,SYAU
2013,1,25,D,R,17.4,53,LECA
2013,3,28,A,C,2,0,LECA
2013,3,28,A,C,2,0,LECA
2013,3,28,A,R,2.2,55,LECA
2013,3,28,A,C,2.3,0,LECA
2013,3,28,A,C,3.7,0,LECA
2013,3,28,A,C,3.7,0,LECA
2013,3,28,A,L,4.2,44,LECA
2013,3,28,A,R,4.4,88,LECA
2013,3,28,A,R,5.5,24,LECA
2013,3,28,B,L,7.8,53,LECA
2013,3,28,B,R,8.4,17,LECA
2013,3,28,B,R,8.4,17,LECA
2013,3,28,B,L,9,46,LECA
2013,3,28,B,R,9.3,37,LECA
2013,3,28,B,L,9.6,24,LECA
2013,3,28,C,L,10.4,33,LECA
2013,3,28,C,L,10.4,31,LECA
2013,3,28,C,R,10.7,35,LECA
2013,3,28,C,L,10.9,64,LECA
2013,3,28,C,L,11.9,18,LECA
2013,3,28,C,L,12.6,1,LECA
2013,3,28,C,C,12.8,0,LECA
2013,3,28,C,C,12.9,0,LECA
2013,3,28,C,C,12.9,0,LECA
2013,3,28,C,L,13.1,34,LECA
2013,3,28,C,L,15.1,29,NA
2013,3,28,C,C,15.3,0,LECA
2013,3,28,C,R,15.3,59,LECA
2013,3,28,C,L,15.7,15,LECA
2013,3,28,C,R,15.8,62,LECA
2013,3,28,C,L,15.9,35,LECA
2013,3,28,C,L,15.9,49,LECA
2013,3,28,C,L,16,42,LECA
2013,3,28,C,L,16.2,24,LECA
2013,3,28,D,R,17.6,1,LECA
2013,3,28,D,L,18,115,NA
2013,3,28,D,L,18.4,29,LECA
2013,3,28,D,L,18.4,1,LECA
2013,3,28,D,L,18.4,35,LECA
2013,3,28,D,R,18.7,26,LECA
2013,3,28,D,L,20.6,35,LECA
2013,3,28,D,R,21.4,1,LECA
2013,3,28,D,R,21.4,1,LECA
2013,6,24,A,L,0.2,34,LECA
2013,6,24,A,L,0.2,34,LECA
2013,6,24,A,R,2.2,2,LECA
2013,6,24,A,R,2.7,3,LECA
2013,6,24,A,L,2.8,2,LECA
2013,6,24,A,L,2.8,32,LECA
2013,6,24,A,R,3.3,2,LECA
2013,6,24,A,R,3.6,2,LECA
2013,6,24,A,L,3.7,34,LECA
2013,6,24,A,R,3.8,2,LECA
2013,6,24,A,R,3.8,28,LECA
2013,6,24,A,R,3.8,18,LECA
2013,6,24,A,R,3.8,18,LECA
2013,6,24,A,R,4.2,3,LECA
2013,6,24,A,L,4.2,1,LECA
2013,6,24,A,R,4.8,76,LECA
2013,6,24,A,R,4.8,42,LECA
2013,6,24,A,R,4.8,2,LECA
2013,6,24,A,C,4.8,0,LECA
2013,6,24,A,R,5.2,2,LECA
2013,6,24,A,L,5.4,2,LECA
2013,6,24,A,R,5.5,1,LECA
2013,6,24,B,C,6.9,0,LECA
2013,6,24,B,C,7.3,0,LECA
2013,6,24,B,C,7.3,0,LECA
2013,6,24,B,R,7.8,16,SYAU
2013,6,24,B,L,8.1,32,LECA
2013,6,24,B,L,9.4,26,LECA
2013,6,24,B,L,9.6,38,LECA
2013,6,24,C,L,11.2,46,LECA
2013,6,24,C,L,12.8,72,LECA
2013,6,24,C,L,12.8,72,LECA
2013,6,24,C,C,12.8,0,LECA
2013,6,24,C,C,13.2,0,LECA
2013,6,24,C,L,13.3,1,LECA
2013,6,24,C,C,13.9,0,LECA
2013,6,24,C,L,14.8,56,LECA
2013,6,24,C,L,14.9,2,LECA
2013,6,24,C,R,14.9,2,LECA
2013,6,24,C,C,14.9,0,LECA
2013,6,24,C,L,15,34,LECA
2013,6,24,C,L,15,34,LECA
2013,6,24,C,R,16.1,44,LECA
2013,6,24,D,L,16.6,20,LECA
2013,6,24,D,R,16.6,52,LECA
2013,6,24,D,R,16.9,72,LECA
2013,6,24,D,R,16.9,72,LECA
2013,6,24,D,L,17,42,LECA
2013,6,24,D,R,17.8,36,LECA
2013,6,24,D,L,17.9,26,LECA
2013,6,24,D,R,18.1,76,LECA
2013,6,24,D,R,18.2,50,LECA
2013,6,24,D,L,18.4,38,LECA
2013,6,24,D,L,18.4,54,LECA
2013,6,24,D,R,18.4,54,LECA
2013,6,24,D,L,18.4,40,LECA
2013,6,24,D,R,18.6,48,LECA
2013,6,24,D,R,18.6,42,LECA
2013,6,24,D,L,20.9,54,LECA
2013,6,24,D,R,20.9,57,LECA
2013,6,24,D,R,20.9,27,LECA
2013,6,24,D,R,21.5,46,LECA
2013,10,18,A,C,0,0,LECA
2013,10,18,A,R,0.1,22,LECA
2013,10,18,A,R,1.2,10,LECA
2013,10,18,A,C,2.2,0,LECA
2013,10,18,A,R,2.3,33,LECA
2013,10,18,A,R,2.3,33,LECA
2013,10,18,B,C,8.5,0,LECA
2013,10,18,C,R,11.7,46,LECA
2013,10,18,C,R,11.9,57,LECA
2013,10,18,C,R,12.5,68,LECA
2013,10,18,C,R,12.5,110,LECA
2013,10,18,C,R,12.5,110,LECA
2013,10,18,C,R,12.9,27,LECA
2013,10,18,D,C,17.5,0,LECA
2013,10,18,D,R,17.6,18,LECA
2013,10,18,D,R,17.7,22,LECA
2013,10,18,D,C,20.5,0,LECA
2013,10,18,D,R,20.8,46,LECA
2013,10,18,D,C,20.9,0,LECA
2013,10,18,D,C,21.4,0,LECA
2014,1,17,A,R,1.3,2,LECA
2014,1,17,A,L,5.4,2,LECA
2014,1,17,B,R,7.3,53,LECA
2014,1,17,B,L,9.3,40,LECA
2014,1,17,B,L,9.3,40,LECA
2014,1,17,B,L,9.5,24,LECA
2014,1,17,C,R,11,55,LECA
2014,1,17,C,R,11,55,LECA
2014,1,17,C,R,13.1,2,LECA
2014,1,17,C,R,14.4,10,LECA
2014,1,17,C,L,14.4,10,LECA
2014,4,17,A,R,0.1,2,LECA
2014,4,17,A,L,0.3,22,LECA
2014,4,17,A,L,0.7,26,LECA
2014,4,17,A,L,1,2,LECA
2014,4,17,A,C,2.2,0,LECA
2014,4,17,A,R,4,46,LECA
2014,4,17,B,L,7,20,LECA
2014,4,17,B,R,8.5,28,LECA
2014,4,17,C,C,11.6,0,LECA
2014,4,17,C,R,12.3,38,LECA
2014,4,17,C,R,13.2,16,LECA
2014,4,17,C,R,14.1,52,LECA
2014,4,17,C,R,14.7,22,LECA
2014,4,17,C,R,15.4,1,LECA
2014,4,17,D,C,17.3,1,LECA
2014,4,17,D,L,17.8,38,LECA
2014,4,17,D,R,17.9,2,LECA
2014,4,17,D,L,18.2,2,LECA
2014,4,17,D,R,18.3,32,LECA
2014,4,17,D,L,20.6,1,LECA
2014,4,17,D,R,0.01,14,LECA
2014,7,10,A,R,0.01,2,LECA
2014,7,10,A,L,0.2,24,LECA
2014,7,10,A,L,0.2,57,LECA
2014,7,10,A,L,0.2,2,LECA
2014,7,10,A,L,1.5,2,LECA
2014,7,10,A,R,2.8,37,LECA
2014,7,10,A,R,3.3,2,LECA
2014,7,10,A,L,3.8,2,LECA
2014,7,10,A,R,5.5,2,LECA
2014,7,10,B,R,7.5,2,LECA
2014,7,10,B,R,7.5,2,LECA
2014,7,10,B,L,8.1,38,LECA
2014,7,10,B,R,8.1,31,LECA
2014,7,10,B,L,8.5,31,LECA
2014,7,10,B,L,9.3,53,LECA
2014,7,10,B,L,9.3,71,LECA
2014,7,10,B,C,9.5,0,LECA
2014,7,10,B,L,9.5,64,LECA
2014,7,10,B,C,9.7,0,LECA
2014,7,10,C,L,11,18,LECA
2014,7,10,C,L,11.6,22,LECA
2014,7,10,C,L,11.6,20,LECA
2014,7,10,C,R,12,82,LECA
2014,7,10,C,R,12.8,42,LECA
